genes
KIF2B
IL12RB2
ATP6AP1
ENSA
BRCA1
BRCA2
ACOT8
ACOT9
ACOT7
ACOT4
ACOT2
ADCY6
ADCY7
ADCY2
KIF27
RBBP7
RBBP6
RBBP5
RBBP4
RAB42
RAB43
RAB41
SKAP2
XRCC1
XRCC3
XRCC5
XRCC4
PITPNB
SMURF2
CLEC7A
MFN1
MEIS1
TFRC
PAPD7
IL13RA1
TOLLIP
CD274
MRPS25
MRPS22
MRPS21
PPP2R5D
PPP2R5A
PPP2R5B
CCDC88C
YY1
ADCY10
OPN1MW
KCNA7
KCNA4
JMJD6
MCCC1
ACACA
ACACB
APPL1
PLA2G2E
PLA2G2F
RHOD
KRTAP21-2
KRTAP21-1
CAPN15
CAPN12
CAPN10
SLC35D2
SLC35D1
OR8J1
COX7B
COX7C
CYFIP1
NECAP2
MPRIP
THUMPD1
LHPP
MLLT1
MLLT3
NUP188
SYNJ1
PHOSPHO1
SYNJ2
OR2T10
OR2T11
OR2T12
GTPBP3
GTPBP2
BPNT1
EIF4A1
BCL9
BCL6
OR7G2
OR7G3
BCL2
KRTAP6-3
PLK2
LRFN3
LRFN1
FAAH2
KLHL21
ZP2
ZP4
KIAA0391
CWC15
STK11IP
MTM1
OASL
CSNK1G2
SERPINB8
SERPINB6
OR9Q2
SMO
OR9Q1
PCGF5
PCGF6
MAGED1
MAGED2
POLE
NFS1
ATP8B2
ATP8B1
ELP6
ELP5
ELP4
ELP3
ELP2
DEK
MANEA
UBAP1
TRIM56
DDX5
ASXL1
ASXL2
HTR2A
HTR2C
NEUROG3
GBA2
SMC1A
MTNR1B
TRIM45
TRIM41
IVD
PEX3
PEX2
PEX5
PEX7
PEX6
IVL
SCN3B
ESAM
ACD
ATP5S
NEB
RINL
ME1
ME3
ME2
ATP5B
HFE
GNAI3
GNAI1
ZNF213
TBK1
GPR143
AFMID
NFKBIB
TRAK1
PFDN1
PFDN2
MTHFR
MTHFS
POMC
SLC7A1
HIRA
RIN2
MET
WWOX
RPS12
LALBA
CLPS
RIPK1
LATS2
RIPK3
DDOST
SPRR1A
SPRR1B
CRABP1
ZNF419
ZNF417
ZNF416
ZNF415
RRAGD
RRAGC
RRAGB
POU4F1
GGT1
GGT7
WIPF2
RASA1
RASA2
RASA3
ACTN3
ACTN2
ACTN1
PTPRS
CLP1
EZR
PTPRF
PTPRD
PTPRC
PTPRB
PTPRA
PTPRO
PTPRJ
NPBWR1
IFT27
IFT20
N6AMT1
N6AMT2
OR5J2
ABLIM1
ABLIM2
UBXN7
HHIP
HMGN1
RAB6A
MX1
TAF1L
IFIT3
IFIT2
EFTUD2
MAP1LC3A
MAP1LC3B
ZFP28
GPS1
BRCC3
GDI2
CBY1
ERLIN1
ERLIN2
SPDL1
PSAP
APITD1
WDR35
WDR34
WDR36
WDR33
KRT10
IL15RA
EIF4A3
EIF4A2
TLE2
NAPEPLD
SLC26A9
ZFP69B
TFPT
TFPI
NAT8
FABP12
TNFAIP6
KCNC1
KCNC3
NGFR
CPSF7
CPSF6
CPSF4
CPSF3
CPSF2
ACAA1
SIPA1L1
APCS
TTLL5
TTLL4
TTLL7
LTBP4
ARIH2
TTLL3
SUFU
PLA2G4A
PLA2G4F
PLA2G4D
CRAT
OR8H1
OR8H2
OR8H3
MBD5
MBD4
MBD6
MBD1
MBD3
MBD2
TRMT112
MPC2
COL11A1
MPC1
FAM13A
SLC25A19
SLC25A17
SLC25A14
SLC25A13
SLC25A12
SLC25A11
TUBA3E
EAF1
NDUFA12
DNAJA1
HSD17B1
GK3P
GNG7
GNG4
GNG5
GNG2
GNG3
MMAA
HSD17B7
TYR
ALG8
ALG9
STAR
FUS
UGT3A2
ALG1
ALG5
WIF1
SMARCE1
RNGTT
STAM
FUK
LTBP1
INSL5
CCNE1
RAB11A
FIG4
RAB11B
GCC1
TBC1D8B
CLDN2
CLDN6
CLDN7
TP63
TRDMT1
SMYD2
SLC17A7
SERPIND1
IRF3
IRF2
IRF5
IRF4
IRF9
INMT
ONECUT3
PANX1
ZBTB16
ACVR2A
ACVR2B
KLHL13
TRIM68
TRIM69
MTOR
UNG
TRIM62
TRIM63
TRIT1
OMG
ITK
OMD
NRF1
LRRC8A
HIP1
TRDN
ARAP3
PYGO2
ARAP1
BID
TTPA
CYBB
PPM1D
CTNS
CIDEC
CIDEA
ABCF1
NOTCH4
AZIN1
NOTCH1
NOTCH2
AZIN2
ZNF658
MCU
CRLF2
CRLF1
RAPGEF1
RAPGEF2
RLN3
ZNF383
ZNF382
ZNF354C
ZNF354B
PARK7
RORC
RORA
ZNF479
ZNF471
ZNF470
MDM2
MDM4
ROR2
SNRPD3
SNRPD1
SFI1
KIT
WWTR1
KPNA5
KPNA3
KIN
KPNA1
ARAF
IFT43
UNC119B
FRS3
FRS2
ICE2
ICE1
CRK
CRH
PC
B4GALT1
B4GALT3
B4GALT2
B4GALT5
B4GALT4
B4GALT6
OR5L1
OR5L2
TRRAP
CR2
ASPSCR1
TOR4A
LGMN
TBC1D17
DOHH
GCFC2
EHMT1
ADIPOR2
ADIPOR1
HPRT1
MARK4
MARK3
CD63
TPD52L1
S100A7
SLC18A3
WDR12
OR7A10
OR7A17
WDR19
WDR18
PPP2R1A
LMF1
BMP15
USP9X
WASL
BCL9L
KRT33A
AMBP
OR4B1
IDH3A
PKN3
PKN2
RHOBTB2
RHOBTB3
RHOBTB1
KRTAP25-1
INO80E
INO80B
INO80C
HRG
UTP14C
PLOD3
KCNE2
KCNE1
KCNE4
KCNE5
LIG4
CSNK1D
CSNK1E
LIG1
LIG3
DEFB134
DEFB135
DEFB136
ISCU
FNTA
FNTB
ADAMTS20
CRCP
KCTD15
KRTAP10-8
KRTAP10-7
KRTAP10-6
KRTAP10-5
KRTAP10-4
KRTAP10-3
KRTAP10-2
KRTAP10-1
ZKSCAN5
ZKSCAN8
FPGS
DCP1B
DCP1A
SLC25A32
VIM
ENDOD1
CHMP7
TUBA1A
VIP
ZIM2
BCR
DBF4
SLC7A6
ADI1
RIMKLA
USP12
TAF5
TAF4
TAF3
TAF2
G6PD
G6PC
HMOX2
ELMO2
POMT1
POMT2
AGPS
ALAD
STOM
NPLOC4
TMEM86B
AP2M1
ALG2
PDCD7
PDCD4
UGT3A1
OBSL1
MINA
OR6C3
OR6C2
ERP44
OR6C6
ARFGEF2
OR6C4
GCAT
VPS26A
C6
SREBF2
OXCT1
RAB39B
ZNF324
SSRP1
TATDN2
RPIA
MTA1
MTA2
LRP10
GAPDHS
GPC1
GPC3
GPC4
GPC5
MPHOSPH10
BICD2
BBS9
SEC22B
SEC22A
BBS2
BBS5
BBS4
BBS7
OR52B2
AGL
AGK
NIPA1
CELA2A
AGA
CS
PDCD11
AGT
SLC50A1
PIK3CA
PIK3CB
SLC28A1
PIK3CD
SCLY
DIMT1
POLR3GL
SCG2
PIK3C3
ZNF677
ZNF675
ORM1
ZNF671
PARP16
MAX
PARP14
ZNF679
ERI1
MAF
ACLY
EVL
ALDH3A2
MGST2
EDC3
MGST1
EDC4
ATXN3L
CSK
LSR
LSS
WSB2
AGPAT3
KCNIP4
KCNIP2
KCNIP1
MPV17
LIN28A
MOGAT3
ANAPC2
ANAPC4
ANAPC7
RPS6KA1
RPS6KA2
SNRPB2
RPS6KA4
RPS6KA5
RPS6KA6
SH3D19
PSMD14
PSMD11
PSMD10
PSMD12
UTP20
GANAB
VAPB
VAPA
NPHP3
NPHP1
NPHP4
CTH
EXOSC10
ARF1
ARF4
PQLC2
RAB11FIP3
PEX19
BPIFA2
BPIFA1
METTL22
SPP2
MYL6B
IFIH1
ACTR10
HMGB1
CHP1
RAB2B
WDR45B
AASS
SLITRK1
KIF4B
CLIP1
ETNK2
ETNK1
CDC37L1
CD44
CD40
DMTN
FPGT
FGFR1OP
RAB20
RAB21
EIF4E3
EIF4E2
RAB24
RAB25
GIF
GLRA3
RAB29
CALR
CALU
FAR1
ACTR1A
FAR2
CHPF
WDR75
WDR77
NQO2
NQO1
PRPF8
PRPF3
PRPF4
PRPF6
CLEC1B
HTN3
PIP4K2A
PIP4K2C
PIP4K2B
RFFL
RFC3
MYL3
CSAD
ELK1
GPHB5
PAK6
PAK1
PAK2
NSDHL
KCNG1
KCNG2
NUBPL
OR4C16
OR4C11
CEP97
OR4C13
OR4C12
DEFB116
DEFB114
DEFB115
DEFB112
DEFB113
DEFB118
TRAF3IP1
HEXA
ARID2
SPRR3
PMEPA1
OR8D4
OR8D2
KLC1
ZNF774
ZNF775
ZNF772
GLYCTK
CALML5
NUBP2
PFN1
NUBP1
TMEM216
COX10
TRIM3
GAS2
COX15
TRIM6
PDGFRB
PDGFRA
UGT2A3
UGT2A1
PPA1
BET1
OR2Y1
TPM4
CSF1R
TPM2
FBXW9
SIPA1
FBXW2
FBXW4
FBXW5
FBXW7
ETFA
TGFBR2
TGFBR1
SMNDC1
TPMT
YKT6
TJP1
PPAT
BABAM1
SH3PXD2A
KLHL11
CHPF2
KLHL12
NFYB
NFYA
SMARCA2
SMARCA4
SMARCA5
FYN
TOR1A
CCT6A
PAF1
CCT6B
RUFY1
FCGR2B
SKIL
CYTH1
CYTH3
CYTH2
DPH1
DPH2
DPH3
DPH5
DPH6
DPH7
CANT1
WBP4
CKB
CKM
TIGAR
PECR
OR51B6
GPAM
DCK
DCD
ACSM5
ACSM4
NDC1
THRA
TAF4B
PERP
CUL9
DCX
CUL5
DCT
CUL7
CUL1
CUL3
PNKP
TRIM24
TRIM25
TRIM26
TRIM27
CREB3
TRIM21
CREB1
FLRT1
PER2
PER1
SRP9
GNPAT
VTA1
KAT5
ARCN1
KAT7
QRFP
AES
MMGT1
NTSR2
GAPDH
NTSR1
ARHGAP8
ARHGAP5
ARHGAP6
ICOSLG
ARHGAP1
SPRTN
PRLH
OR4D11
PPP6C
AATF
MRPL4
MRPL2
MRPL3
MRPL1
MRPL9
ZNF611
ZNF610
ZNF613
ZNF619
B4GAT1
BAG3
OR1L8
SH2D1A
MSRB1
RTKN
OR1L3
CTDP1
CD79B
CD79A
PDHA2
CPSF3L
PDHA1
COL4A3BP
ARHGAP25
RAP1GAP2
SLPI
MYL12B
MYL12A
CKMT2
KRTAP22-1
IDO2
VARS
MRPS10
LDHAL6A
HHAT
RAB3IL1
LYPD5
LYPD3
CATSPER2
TGOLN2
RGS7
LRRC8C
IL1RAP
CATSPERD
CATSPERG
ARAP2
RDH14
RDH10
RDH11
RDH13
DOLK
CANX
CIAPIN1
HSP90AB1
PTP4A2
ZSCAN25
TDRD9
CD28
MRPS9
MRPS7
MRPS6
IFI35
MRPS2
CD24
MYLIP
ABHD3
ABHD6
PA2G4
ABHD4
ABHD5
MBTPS1
EIF4G3
EIF4G2
EIF4G1
NR1I3
NR1I2
ULBP3
GRB7
PSG6
PSG7
PSG2
PSG3
CD151
OR4F5
HMBS
WARS
POLR2E
POLR2D
POLR2G
POLR2A
POLR2C
POLR2B
POLR2L
AKR7A3
F11R
ASCC3
AGO4
ASCC1
CCNK
AGO3
AGO2
GAMT
VBP1
FAM120B
MAPK10
MAPK11
MAPK13
OR4F21
FZD1
FZD2
FZD3
FZD5
FZD6
FZD7
CACNB3
CACNB2
CACNB1
MOCOS
CACNB4
OR10W1
ASH1L
ATP12A
CTRB2
OR8B3
AMFR
CTRB1
USO1
PLCD3
OR8B4
PLCD1
OR8B8
B3GALNT2
PICK1
KIF20B
CAB39
RPL3L
ESCO1
NUP43
CTU2
ZNF557
ZNF554
ZNF552
ZNF550
ZNF551
MSX2
ADRM1
ZNF558
SIN3A
OR2AT4
GTF2H3
GTF2H2
GTF2H1
GTF2H5
GTF2H4
CACNG1
ALDH1B1
KAT6A
CACNG3
RPL26L1
TAB3
RPL34
RPL31
DEFB121
ATF4
ATF6
ATF1
PPCS
ATF2
SMARCC1
BUB1B
SUMO1
SUMO3
SUMO2
BLOC1S6
LHX2
LHX3
LHX4
LHX9
MIB1
MIB2
NADK2
SLC38A1
SLC38A9
CSF3R
CYP3A7
CXCL12
CXCL16
OR13C4
UBE4A
OR13C3
HCN1
HCN3
HCN2
OR13C8
OR13C9
CYS1
SNRNP27
NTN1
RAPGEF3
STIP1
TBC1D20
TNFRSF8
TBC1D25
MRPL19
GUCY2C
GUCY2F
SENP8
SENP5
SENP3
SENP2
SENP1
SAMM50
ARPC5
ING4
ZNF354A
RNF40
ING2
ING3
NOTUM
INS
GFPT1
GFPT2
DAG1
GLA
SLC2A13
SLC2A11
GLS
CDIPT
NCOA2
NCOA3
NCOA1
NCOA6
NT5C3B
MECR
MPG
KDSR
SLC27A1
SLC27A2
AK9
AK8
AK3
AK2
TBCD
AK7
AK4
UGT2B28
NCKAP1L
OR1N2
GEN1
ZNF496
ERF
HAND2
ZNF490
HERPUD1
TMEM55B
TRA2B
NLGN4Y
MDC1
SLC24A3
SLC24A1
MEX3C
IL17RC
BAAT
A1CF
SFTPB
GRPEL1
IDI1
IDI2
GRPEL2
ESYT1
ZNF702P
IFNLR1
MTMR9
MTMR8
MTMR7
MTMR6
MTMR4
MTMR3
MTMR2
NAAA
TSC22D1
VAT1
TRAIP
CD2BP2
EXOSC8
EXOSC9
BCKDK
EXOSC2
EXOSC3
EXOSC1
EXOSC6
EXOSC5
ADAMTSL2
ADAMTSL5
DEFB108B
TULP3
TULP4
NID2
NID1
INCENP
FARP2
EEF1E1
SEPSECS
STXBP1
STXBP2
OR4D9
SKP1
S1PR3
S1PR1
NOC2L
OR4D5
OR4D6
FANCG
FANCF
IFI16
FANCC
FANCA
FANCM
FANCL
HAS1
FANCI
HAS3
CA5B
CA5A
F13B
HNRNPA3
HNRNPA0
HNRNPA1
TNFRSF17
IRS4
IRS1
TRAPPC6A
TRAPPC6B
CDK4
HOXA2
CDK6
CDK8
CDK9
LPAR1
LPAR6
LPAR5
CEP57
LIMS2
LIMS1
RBMX
SUN2
SUPT3H
OR10Q1
HSPD1
NARFL
MTX2
PRKCI
CHRND
PRKCB
PRKCE
PRKCD
PRKCZ
PRKCQ
SEC11A
SEC11C
PMF1
ACKR4
ACKR3
SCRIB
ZNF790
ZNF791
ZNF792
ZNF793
MUL1
ZNF799
WWP1
PPIL1
PPIL2
PPIL3
PPIL4
PPIL6
CYP4F11
ZNF570
ZNF573
TRPV5
TRPV1
SETDB1
SETDB2
CTSH
IARS
CTSL
CTSO
CTSB
CTSE
CTSF
KCNAB2
RPL15
CTSZ
RPL17
RPL10
RPL11
OMA1
RPL13
FGFR4
SF1
FGFR2
FGFR3
CTSV
FGFR1
PCYT1A
CXCL3
SYK
KRTAP23-1
TNNC1
EMD
RGR
TNNC2
EMB
FBLN2
DCTD
PDPN
PDPR
PHKA1
PHKA2
UBA6
UBA7
PWP2
PHF20
UBE2I
UBE2H
ABCA13
UBE2M
UBE2O
UBE2N
UBE2A
UBE2C
UBE2B
UBE2F
UBE2Z
UBE2U
UBE2W
LIPT2
LIPT1
RABEP1
MORF4L2
MORF4L1
ZIM3
NDUFA6
NDUFA4
NDUFA2
RABEPK
GPR65
PNOC
GPR68
TBL1XR1
RBSN
MAEL
IL7
IL2
IL3
IL9
DTX4
GNS
JARID2
AIP
TXNL4A
RB1CC1
NSF
DMC1
NT5C2
KRTAP4-11
OR14J1
HPGDS
KRTAP26-1
SDS
ANO10
FGD2
AHCY
SP100
DHDDS
AOC2
TIMP3
TIMP2
EPX
PARS2
PARN
PARL
CRY1
PI4K2B
CRY2
PI4K2A
HIBADH
NHLRC3
NHLRC1
LYZ
LYN
SLC26A11
SEMA7A
IP6K2
IP6K1
DDX4
TLR3
DDX6
TLR6
DDX1
SCN3A
NUP205
ZNF215
ZNF214
ZNF217
HLA-H
SLC7A8
ZNF212
HLA-C
HLA-A
NFKBIA
SLC7A2
HLA-F
HLA-E
NFKBIE
ARID4A
ARID4B
MMS19
HAUS8
HAUS6
AMER1
HAUS4
HAUS5
HAUS2
HAUS3
HAUS1
SLC5A12
SLC5A10
SLC5A11
DLX5
MYD88
UBXN1
ACVRL1
HIST1H2BD
HIST1H2BA
HIST1H2BM
HIST1H2BJ
HENMT1
VAV1
VAV2
TNFAIP3
ECI2
IPO8
RNPC3
NRBP1
SDCBP
RAB8B
DEFB106A
RAB8A
NR6A1
MARS2
SYVN1
GABPB1
PYGO1
SHPK
PAQR3
FERMT2
CRNKL1
SYNGR1
NXT1
ACAD10
ACAD11
CARNS1
CMPK1
ARHGEF10L
DNASE2
USP6NL
RAD21
ZNF324B
USP13
USP11
USP16
NR2E1
USP14
USP15
SSBP1
USP18
USP19
BCL10
INPP1
IL27RA
CRKL
POGLUT1
UBAC1
OR12D3
SUPT5H
RPTN
OR10S1
ARHGEF10
ARHGEF11
ARHGEF12
ARHGEF15
ARHGEF16
ARHGEF17
ARHGEF18
PIK3C2B
PIK3C2A
D2HGDH
CEP76
CEP70
CEP72
ZNF776
ZNF777
KLC2
KLC3
CEP78
ZNF773
ZNF771
TSN
